text_display,call_to_violence
"Вы только говорите и все , надоело бла бла!",0.0
Санжар добевай этот утильсбор,1.0
"Нас обманывают. Утилизация не требует денег. Утилизаторы сами платят за приобретение утильного металла, который используется как сырье для металлоплавильшиков.",0.0
Всех к стенке,1.0
"И так понятно, утильсбор это мошенническая воровская схема.Автопарк в стране деградировал, много морально и физически устаревших автомобилей.",0.0
Спи жена!!!😀,0.0
Что за бред,0.0
Хватит грабить людей,0.0
👏👏👏👏,0.0
Где мы живем 😢😢,0.0
"Басқа құрып тұрған жерлерді  жөндеп,жетістірмей ма?",0.0
Депутаттар ай карап отырма? Токаев должен решить кто больше не кому надеется,0.0
✊✊✊,0.0
👍,0.0
В три раза сократить. Как минимум. Ничего не потеряем.,0.0
сұмдық 😢😢😢,0.0
"Почему с кармана народа надо кормить карманных олигархов? У нас экология страдает, люди хотят новые качественные авто, но вынуждены из-за голодных олигархов и состоявшегося автопрома кормить их и обходиться более дешевыми автомобилями. Во всем цивилизованном мире владельцу выплачивают средства за утиль авто",0.0
"Опять же, Лаврентьев занимается проектами по ТБО, которые финансируются ФРП под 3%",0.0
"Санжар Добрый день . Ролики конечно правильные,но это система .Организованная англосаксами. Мураев предлагает её сломать.поддержи его.",0.0
"Утильсбор — это просто узаконенный грабёж! В любой нормальной стране он служит для переработки и экологии, а у нас — как очередной способ вытянуть деньги из народа. Миллиарды собирают каждый год, а где переработка, где заводы, где отчётность? Всё как в туман ушло. Зато цены на машины взлетели, как будто мы в Швейцарии живём. Позор тем, кто это придумал и продолжает поддерживать!",0.0
Санжар! Красавчик! Храни тебя Аллах!!!,0.0
"Буквально на днях оплатила 983000 за утильсбор за машину 2020 года. Я мать-одиночка, воспитываю троих детей.",0.0
"Это не обман, это наглое вымогательство.",0.0
"Үкімет жоқ,заң жоқ,анархия....",0.0
"Вот основные вредители города Алматы - руководители автобусных парков, их надо наказывать уголовно!",0.0
Убрать утиль сбор надо вообще.,0.0
Вор должен сидеть в тюрьме Казахстана.,0.0
"Воры. Кто осуществлял обоснование закупки, с того начать и закончить теми кто утверждал",0.0
Бул опг,0.0
Масқара🤯,0.0
"Столько лет разводят все безнаказано .Теперь в открытую закатывать с новыми введениями законых афер таких как ндс, налог на воду, на свет, на дождь  на все.Рабы .Всех неугодных убрали ,активных ,умных смелых пересажали или аыжили .",0.0
"Я пенсионер, был вынужден купить хбндай туксон теперь плачу огромный кредит, и понимаю что я плачу в карман олигархам и мне обидно за себя и за нашу страну, а правительство поощряет этот безрредкл",0.0
смагулов музей построил нахер не нужный никому. лучше бы столовую для бедных сделал.,0.0
"Они низ не почистили, и не обработали ..... Будут заливать на старый шлак ... ‼️‼️‼️",0.0
"Санжар делает огромную работу, открывает нам глаза на беспредел и грабеж  от денежнлй элиты.  Никак не насытятся. Спасибо Вам Санжар за правду.  Беоегите себя.",0.0
"За бугор ушли на виллыы олиғархов, а Народу затянуть пояса и продукты в долг брать в магазинах.",0.0
"Как же меня тощнит когда я оплачивал жасыл даму утиль сбор, вот вчера только оплачивал🤮🤮🤮🤮",0.0
Лаврентевскляршарлапбаевсмағұловсатқалиев тар қазақты жем қылып жеп жатыр,0.0
Народ в лохах держат,0.0
"Таких воров бюджета надо судить!!! Которые занимаются вандализмом, враги общество",0.0
В офшор,0.0
❤,0.0
Тоқаев кетуі керек қой осыған жол беріп отырған,0.0
Что делать скажи!?,0.0
"Тек айтып жатыр брақта өзгерген дым жоқ 
Ұрылар жемқорлар әлі талтаңдап жұр",0.0
"ДА.. ТОКАЕВ МЕБЕЛЬ НАЗАРБАЕВА 😂😂😂
ТОКАЛКА СТАРАЯ😂😂😂
СТАРЫЙ П.ДР НАЗАРА!

ЕМУ НЕ ДОЛГО ОСТАЛОСЬ СИДЕТЬ НА ЭТОМ КРЕСЛЕ, ТОКАЕВ НЕ ДОСТОИН БЫТЬ ПРЕЗИКОМ😂😂😂
И БО ТОЛЬКО МУХТАР КАБУЛОВИЧ МОЖЕТ ИСТПРАВИТЬ ВСЁ ЭТОТВ КАЗАХТАНЕ!!!",0.0
"Никто и не пошевельнется, это же не реал мадрид или джей ло приезжает",0.0
"Свиньи, когда они насытятся, ё-моё.",0.0
Деньги в Казахстане всегда уходят мимо интересов народа в карман к уважаемым людям. А чтобы отвлечь народ и заткнуть рты - законы о сроках за лайки и репосты и ЛГБТ пропаганду.,0.0
Проблема в том что Акорда в доле,0.0
Айтатыны жоқ таза жемқорлар екен.,0.0
"Если это происходит, значить это кому то нужно.Спасибо Нуреке.За тридцать лет создал мощное,непокалибимое кланово-алигархическое государство,которое передается только свои.",0.0
"Пора, люди, пора! Если не сейчас, то потом уже будет поздно!",0.0
Днем уже на чистую крадут бабки! Мужик ломает наверное в голове пробежала мысль что я делаю!?😮 осваиваю народные деньги!😊😊,0.0
"Едиоты обновляют то что и так хорошо выглядит и отлично сделано , а так как сейчас все делается через год -два  будут опять все переделывать по новому потому что за качеством следить некому",0.0
@tokayev_online,0.0
"Принудительное отжимание последнего ресурса у населения! Позорная, воровская власть! Спасибо Санжар за эфир!👍✊️🤝🇰🇿",0.0
Қазақша барма сухбат,0.0
👍🇰🇿👍🇰🇿👍🇰🇿👍,0.0
Хорош Санжар,0.0
"Санжар молодец Алла разы болсың ,граммотный,умный джигит,да поможит  вам Аллах",0.0
"Коррупционная схема , утверждённая Токаевым !!! Все в доле сидят и курят Сигары , запивая Виски 🤓🤓🤓",0.0
Не знаю кто вы но берегите себя,0.0
"Государств не существует. Все правительства - это Корпорации!
Зачем мне платить, чтобы жить на планете, на которой я родился?
 ЕДИНЫЙ  НАРОДНЫЙ ОБЩЕСТВЕННЫЙ  ТРАСТ  НА ЗАКОННЫХ  ОСНОВАНИЯХ ЛИШАЕТ  КОРПОРАЦИИ, БАНКИ  И ПРАВИТЕЛЬСТВА  УПРАВЛЕНИЯ РАБСТВОМ  И  ЧАСТНЫМИ ДЕНЕЖНЫМИ  СИСТЕМАМИ
Автор:   Энди  Уайтли

БИЗНЕС КОЛОНИЙ ,где нет  людей а ,есть  ФИЗЛИЦО НА БУМАГЕ БЕЗ ПРАВО НИ НА ЧТО",
"Соттау керек бундаи ЖАУЫЗДАРДЫ.,,!!!!!!!!!",1.0
Это мы дураки что позволяем,0.0
"Вы до сих пор не поняли, власть захватила ОПГ, которая ведет себя как оккупанты. Грабят, воруют, сажают и убивают недовольных, убивают экологию и вывозят прибыль за границу.",0.0
"Бокаевты қолдаймын,мына комунистерді утелизировать етпейінше бізге күн жоқ,өздері ақымақ екендерін біледі бірақ,ақшаны бөлісудің бір түрі,бұл тұрғысқан картошный домдары,бірақ күнде құлайды,бұлар кәзір тайраңдай берсін,уқыт келеді...",1.0
Гранит и мрамор - материал на века!,0.0
Бардак! Что творится! Ужас!,0.0
Аударылған ақшаны жеп үлгеру керек,0.0
В Дубай наверное,0.0
"Нағыз халық жаулары біздің жоғарыда отырған үкімет т.б. Бұлардың жазасы,  тек ату жазасы! Бәрінің уақыты келеді әлі деген үміттемін!",1.0
Власть работает на свой карман изменить Токаев не может или не хочет.,0.0
"Ой, я не могу такое слушать. Плохо мне",0.0
Бұл  жерде  ешкімге  сенуге  болмайды   неге  Санжарға  ешкім  тиіспейді   басқа  біреу  болса   баяғыда  қамап  тастар  еді   барлық  жерде   емін  еркін  жүреді,0.0
"А ""первичная регистрация"" ...😢",0.0
чёж делать то за ними сила минты суды плокулоры и армия а у нас ничиво,0.0
"Что правда,то правда.
Удачи Санжару",0.0
Надо вернуть все отобранные обманом деньги в виде утильсбора и привлечь к суду организаторов и исполнителей данного преступления..,0.0
Не долго уже осталось!!! Утопие неизбежно!!! лет 5 максимум 10 осталось!,0.0
"Как же мы не любим себя, если позволяем нас наё**вать кучке ""узаконенных"" воров",0.0
"токаев - путин құйыршығы.
кнб - фсб филиалы.
Қазақтын қазба байлығын - 200 отбасы бөліп алған.
Антиқазақ бандит билік жүйені Ел болып ауыстыру қажет.",1.0
Вот уроды,0.0
Это Чистый Факт мошенничества по простому воровству. И мы молчим,0.0
😮😮😮,0.0
Быздын КАЗАКСТАНДА УРЫ ЖЕМКОРЛАД ЖИНАЛГАН  И  КАНШЕРЛЕР  ХАЛЫКТЫ АЛДАГАННАН БАСКА ЕШТЕМЕ БЫЛМЕЙДЫ. БЫЗДЫН УКМЕТ КУЗЫ СОКЫР КУЛАГЫ ЕСТЫМЕЙДЫ  ХАЛЫКТЫ ТОНАУДАН БАСКА ДЫМ БЫЛМЕЙДЫ..,0.0
"Все правильно на нас делают деньги, а все просто потому, что наше общество инертное. Спрашивайте куда наши деньги идут и требуйте качества! Пока МЫ не поменяемся ничего не изменится.",0.0
"Почему Лаврентьев и Смагулов не передают акции своих заводов в обмен  за эти деньги гражданам, уплативший утильсбор?",0.0
Долой утильсбор и первичку. Долой коррумпированную власть!,1.0
😮😮😮😮,0.0
Да это чистой воде мошенничество,0.0
красавчик! правильно говориш,0.0
Походу Токаев их в карман себе ложиться так говорят люди казахстана,0.0
"какой кашмар, ужас",0.0
Буны булай калдырмау керек,0.0
"2023 летом точно так же демонтировали переход выше Сайна Төле би 
Тоже был нормальный но полностью разобрали и построили новый",0.0
"Мен 2023 жылы Грузиядан 2016 жылғы өзіме ұнаған машинамды сатып алып келдім, Қазақстанға келе сала 1 млн 90 мың теңге растаможкаға кетті, одан кейін біраз уақыт машинамды міне алмай тұрып қалдым өйткені тағы 3 млн-нан аса ақша тағы керек болды (утиль мен первичка деген мәселеге) Қазақстанның бір қаңылтыр номерін алу үшін, сонымен барлығы: 4,5 млн теңге кредит алдым, қазір сол кредитті төлеп отырмын, ол кредитті де банкке екі есе етіп қайтарып береді екенмін ғой. 
Менің бар ойым: арзан бірақ сапалы, жақсы, ыңғайлы, қауіпсіз машина мінгім келгені, бірақ есесіне  кредит төлеу кезіндегі кетіп жатқан менің еңбекпен тапқан ақшамды айтсай ... эххх",0.0
Жасасын отандык автопром. Аххх. Аххх. Аххх.пр,0.0
Поддерживаю Санжара!,0.0
Санжар. Вперёд нужна новая петиция!,0.0
"Какие конкретно есть варианты убрать эту тему? Наши верхи ничем не отличаются от оккупантов, пришедших к нам с целью наживы и беспощадной эксплуатации народа. Так получается...",0.0
Народ для них никто... смерть фашистам,1.0
😢😢,0.0
Колдаймын кетсін,0.0
Это говорит о том что нищий уставший казахстанский народ в рабстве у олигархов!!! и к сожалению это все происходит на государственном уровне!,0.0
Утиль сбор - узаконенная коррупция. Кормушка для олигархов и семьи Назарбаевых. Президент Токарев и Правительство за одно с этим безобразием!,0.0
"Дополнительно: за период с января 2016 по март 2024 выплаты по утильсбору в Казахстане суммарно составили почти 1,2 трлн тенге (оценка по источнику). Это даёт представление о масштабах денег, хотя не прямо о количестве машин в конкретном году.",0.0
На эти денги можно построит завод по производству lpf аккумулятор договорится по лицензии  ещё добочу в арале гидролития начать ещё запустит Ni ion аккумулятор ес точно захочет не зависит от китаия,0.0
А что те люди которые работают и ломают эти мрамор не из нашей республики.Они что не видят что это не хорошо,0.0
Казахстане власть против народа,0.0
Аман болыныз,0.0
"Этот жирненький смагульчик купается в народных деньгах и даже не хочет проспонсировать детей, занимающихся триатлоном",0.0
"173 млд долларов внешний долг, дефицит бюджета, почему они сами себя грабят? я просто в недоумений😢",0.0
Казахстан автомобильная держава  💪,0.0
Жараисын Санжар 👍,0.0
"ТУПИНская и НАНдоноаская идея мздаимства по так называемой ""Поддержке автопрома""!",0.0
Утильсбор могут себе позволить высоко цивилизованные технологически развитые страны ❤❤❤,0.0
"Ваш президент токаев либо с олигархами, либо бессилен против них. Одним словом - капиталисты эксплуатируют народ как рабов....",0.0
Главной слова они не позволили...,0.0
Молодец,0.0
Дұрыс айтасың Санжар. Осының бәрі акша жеу . жылдың аяғы брусчатка плитка ауыстыру көбейіп кетеді.,0.0
Алга Токаев !!!!! Деньги осваиваем !!! А пенсионеры хлеб вода,0.0
Это же очевидно он покрывает это всё.,0.0
Горе - олигархи им все мало мало 😂😂😂😂,0.0
Ужас,0.0
Алга Санжар,0.0
😂,0.0
Не нажрутся никогда.  😢,0.0
"Даже Непальцы оказались достойными людьми чем мы. Народ ничего не хочет менять спят, ходят на тои. Считают свои копейки",0.0
Өзбектер бір тиын шығармай екі зауод салдырты. Қазір өзбектер россияның автопромын қуып жетті. Ал бізде бір зауодтан 5-6 фирманың көлігін шығарады. Мұндайды жапондар шығара алмаған біз жапондарды озып кеттік 😂😂😂,0.0
КОРРУПЦИЯ,0.0
"Санжар, успехов!",0.0
Смагулов так и не ответил за пирамиду ? ОлигархАД.,0.0
Ниправда мы состоявшаяся авто гигантская держава .,0.0
Лайк,0.0
"Эта афера с утильсбором и первичная регистрация авто грабёж народа на ровном месте и средь бела дня.
Уже надоело, Путину выгодно все эти искусственные преграды чтобы покупали авто РФ.
Это РФ навязала странам СНГ все эти мутные и не честные схемы.
Требуем отменить утильсбор и первичную регистрацию авто и никому не нужный кроме РФ кнопку сос, глонас.",0.0
Одного акимчика кое как выперли пришёл новый ещё хуже! Это каким надо быть нелюдем чтобы вредить Народу за его же деньги!,0.0
имеют нас всех по полной,0.0
"Утильсбор это бред, узаконенное воровство. Сейчас никто автомобиль не выбросит, поскольку можно продать на металлолом. В нормальных странах так и происходит, люди сдают старый авто на утилизацию и получают за это деньги.",0.0
ты не боишься они за такую афер тебя убьют,0.0
"Правильно говорит Санжар, нельзя так народ обдирать! 👍👍👍",0.0
И с этими в космос полетим😂😂😂,0.0
"просто они не играли стратегии типа стар крафт, вар крафт, казаки, ред алерт 😅 вот и не умеют планировать",0.0
Молодец Санжар,0.0
Нам хана...,0.0
Запорожец даже в Польше!,0.0
Объясните пожалуйста про ОСМС что это?,0.0
Токаев действует в интересах олигархов,0.0
"Утильсбор придумала семья  Назарбаевых.
И все как было так и осталось?",0.0
"Вчера в Павлодаре разбирали хорошую брусчатку, и не брежно закидывали в погрузчик ломая брусчатку😢",0.0
Такой бардак наверное ещё только в африканских странах происходит.,0.0
Қазақстан мына билікпен ешқашан түзелмейді.,0.0
"С европейцев утиль сбор собрать не получится, они же не тупые",0.0
Уджас,0.0
"В турксибском районе сошкребли новый асфальт где не нужно вообще никакого ремонта , и делают по новой ...все жители и водители в шоке ..",0.0
"Да, капец, государство грабят народ, нигде такого нету 😂",0.0
Походу они никогда не надеяться,0.0
Вы просто СУПЕР. Қазақстанға жаны ашыған адам СІЗДЕЙ ақ болсын.,0.0
Страна кривых зеркал,0.0
В пизду не хочу жить в этой стране 😂. Оформляю ВНЖ в Польшу,0.0
🤦,0.0
"Им ничего не будет не смагулову не лаврентьеву,  Архимеду , байбеку,  Назарбаевым, нигматуллиым такой сделал вывод, надо привлекать кто на это закрывает глаза",0.0
Енді не істейміз,0.0
Чтобы ответить на этот вопрос нужно выпить верблюжьей мочи,0.0
Полностью поддерживаю.,0.0
Только мой пес не понял что сказал тут автор!!! Делаем вывод - он вполне себе чиновник 😂,0.0
"​@Vovan_LeksusВ Советское время создавали дружины для того, чтобы контролировать территорию. По-моему пора такие мероприятия создавать вновь.",1.0
"Нам врагов не нужно, мы все сделаем сами...",0.0
В правительстве одни воры и бездари с националистическими  продажными идеями,0.0
"Слушайте,Санжар,если вам дать покопаться в нашей стране или просто в Алматы,мне кажется вы годовой бюджет страны вернете за неделю - две.
Чем больше я смотрю на все эти махинации,воровство,сбивание плитки со стен,разбивание бетона,подрезание деревьев в роще, мне становится тааак печально,Досадно! И такая безисходность!На держать за последних лохов! А мы все это хаваем большой ложкой...",0.0
"Да, с асфальтом тоже самое",0.0
"Съедают прибыль  и саму инвестицию в государству а заполнять бюджет штрафами.... 
Малый средниий бизнес вот вот на тень уйдет, тогда и КРИЗИС",0.0
Жастар алға,0.0
Вредители куда смотрят депуты дармаеды САНЖАР молодес 😮,0.0
"Грабеж, свой народ угнетают. Сами позволили срать на голову",0.0
"Там главный олигарх и вор Токаев, поэтому и нет никакой борьбы, никого не снимают и не наказывают.",0.0
Бектенов это сосунок,0.0
"Санжар не должен один только беспокоиться и тратить свое время. жизнь и здоровье на разоблачение и борьбу с воровством страны. ЕСЛИ НАРОД СПИТ, ТО ОН ДОСТОИН НИЩЕГО БУДУЩЕГО В ДОЛГАХ, СЛЕЗАХ - ПОТОМ НЕ ПЛАЧЬТЕ, ВОЗМУЩАЯСЬ НА ДОРОГОВИЗНУ ВСЕГО И ВСЯ - НЕ ВКЛАДЫВАЯ  РАДИ СВЕТЛОГО БУДУЩЕГО НИ КАПЛИ ЭНЕРГИИ, СИЛ И ЗДОРОВЬЯ!",0.0
а он до сих пор жив?,0.0
"Что вы ждёте от президента ,который воров называет инвесторами😊",0.0
Давайте уже с этим что нибудь делать,0.0
Оян қазақ,0.0
Дурыс Саке,0.0
Беспредел полный!!! Жемқорлар арттарыннан тесіп шықсын Айтар сөзім жоқ😡,0.0
"Я вангую,эти лаврентьев и смагулов скоро свалят из Казахстана, потом наша бандитская воровская диктаторская власть после того как даст им уехать, объявят в розыск как воровайку балушкина,балушкин тоже порядка 400 миллиардов тенге украл",0.0
"Санжар, никто из правительства (включая президента) не будет с вами дискутировать. Потому что трусы и возражать нечем.",0.0
Охренеть. Куда смотрит Токаев  или он заодно вместе с вором Назарбаевым,0.0
Когда уже найдется тот самый Робенгуд? И покончит с этим беспределом.,0.0
"💡 1. Прозрачность бюджета

Каждый тенге (или доллар) должен быть виден публично.

Онлайн-портал с интерактивной картой расходов.

Любой может кликнуть: “Фонтан — 1.2 млн $” → открыть смету, подрядчика, сроки.
📊 Эффект: уменьшение “распила” минимум на 20–30 %.

💸 2. Независимый аудит

Не свои “контролёры”, а внешние аудиторы, с отчётами в открытом доступе.
📑 Эффект: возврат до 10 % бюджета, выявление фиктивных работ.

🏗 3. Цифровая смета по рыночным ценам

Например, если:

асфальт в соседней стране стоит 40 $/м²,
а в Алматы внезапно 120 $/м²,
то система сигнализирует: “🚨 возможный завышенный подряд”.
📉 Эффект: экономия 15–25 %.

⚖ 4. Контракты “плати за результат”

Подрядчик получает не аванс, а оплату после независимой приёмки.

Дорога развалилась через год — он переделывает за свой счёт.
📉 Эффект: снижение халтуры и завышений на 10–15 %.

👥 5. Городской общественный контроль

Группа активных граждан, журналистов, ИТ-специалистов.
Они проверяют тендеры, публикуют “рейтинг честности” подрядчиков.

📈 Пример расчёта

Бюджет Алматы ≈ 5.3 млрд $
Обычные потери на коррупцию — 1.5–2 млрд $
После реформы можно сэкономить минимум 1 млрд $ ежегодно.
Этого хватит:

на 300 новых автобусов,

100 школ и детсадов,

или полное благоустройство окраин.",0.0
"Казынаны тонаушылар,сол чиновник казактар гой.",0.0
"Санжар, столько проделанной вами работы!",0.0
Пудель с бантиком,0.0
"Дайте 5 миллионов тенге , мы Казахстан забьем чипсами",0.0
"Народ мы сами виноваты,позволяем себя грабить и гнобить",0.0
"Бандитизм, а не вандализм! Банды акиматовские непобедимы...",0.0
"Да все они прекрасно знают, но Санжар, это их бизнес. Каждый доит как может, кто то бордюры без конца меняет, кто то деревья без конца сажает, кто то столбы новые на новые меняет, а тут машины типа выпускают за счет граждан 😂",0.0
"Это какие мы затюканные, не имеющие своего я, не знающие своих прав. И это не имение стратегии, а не умение во первых, а во вторых это лоббирование и коррупция во всей красе. Уничтожение нашего всего, враги государства.",0.0
"Ель бесята грабят нас по полной. Утиль, штрафы, налоги троиные, кредиты. Пока мы не внедрим общественное самоуправление ничего не изменится.",0.0
Естественно в офшоры ушли 🤷🏻‍♂️ когда они уже подавятся 🤮. Им насрать 💩 на народ. Люди от без исходности влезают в кредиты чтоб на новых авто ездить. Лоббируют Российский и Китайский автопром 💩. Будьте ПРОКЛЯТЫ кто выдумал эти бешеные цены на утиль и первичку!!!!!!!!!!!!!!!!!!!!,0.0
"Правительство просто импотенты перед кучкой олигархов которые лоббируют всю эту аферу и вертят весь народ Казахстана. А один человек видя всё это, просто даёт свое согласие прямое или косвенное. Никогда наша страна не будет развитой, конкурентной и открытой. Всегда будут и будет кто-то который тянет одеяло на себя ставля свои интересы на первое. К сожалению натура такая у нашего народа да на всей территории СНГ. Даже поговорка присуще нашему менталитету ” Моя хата с краю”",0.0
Сократить на 50%🙏🇰🇿👍,0.0
Везде воруют как свиньи,0.0
"Вы правы. Он политический импотент. За семь лет своего правления, он ухудшил качество жизни граждан.",0.0
"самое печальное, что в правительстве нет человека, которому это можно было бы рассказать ибо все и так в курсе.",0.0
👍👌,0.0
Надеюсь в ближайшее время будет повторения Кантара и народ прогонит Токаева с его Гандонами в Правительстве.,1.0
"С таким воровством, налоги и штрафы, сколько не поднимай, результата не будет.",0.0
Один Санжар за 90% депутатов работу выполняет! 👍,0.0
Казахи считают нас рабами,0.0
А что испугался?или в американском посольстве не провели инструктаж?,0.0
Власть у нас воровская,0.0
Смагулова в тюрьму давно пора,0.0
А сколько чиновников?,0.0
"Ужас все идет в карман смагулову, Лаврентьеву и всей шайки, которая кормится с этого котла. И все за счет народа",0.0
"Армысыздар! Ия тойымсыздар тоймайды, оларды биліктен қуу керек бірақ қалай? Қаңтарды қайталайды, халыққа қарсы оқ атады! Соған жол бермейтін жол қарастыру жағын ойластыру керек!",1.0
"Эти Лаврентьев и Смагулов настоящие воры в законе!
Почему деньги от утильсбора отдают этим спекулянтам?!😮",0.0
"Токаев- никакущий президент! Умудриться столько ошибок наворотить начиная от строительства АЭС фашистской рф, что поставит нас в энергетическую зависимость от путлеровцев, в любых переговорах они будут шантажировать постоянно ею; заканчивая переносом часового пояса. Инфляция под 30%, курс тг к доллару 540, поднятие НДС, поднятие цен на ГСМ. Где его 20 тысяч террористов? Где посадки шала и его семейки с конфискацией имущества? Где раскрытие договоров на недропользование?",0.0
"Жемқорлыққа белшесінен батқан елде басқаша не болуы мүмкін. Осы утил алымға қатысы баржемқорлардың барлығы да билік басында отыр ғой. Осыны Президент білмейді дейсіз бе ? Өз  Елін,Халқын,Мемлекетін тонаған ұры жемқор биліктің жазасын Алла тезірек бере гөр.Әумин!Әумин!Әумин!.......",0.0
"Ужасно!!!что делается в стране, бестолково,бездарно тратятся дньги,когда дикий рост инфляции люди, особенно пенсионеры которых когда-то отправил,Назик,с мизерной пенсией отправил на покой,до сих пор влекут нищенское существования не догоняя инфляцию,но зато не нужный проект,выделение денег из бюджета и...распил итог вместо хорошо качественно сделаного объекта сделать ГОВНО, которое развалится разрушится,и сново выделить деньги и так дальше, порочный круг,ну люди,что люди?быдло,терпят же и ещё пусть терпят, ЛЮДИ!!!на сколько хватит нашего терпения?не знаете?",0.0
Мы так и будем молча смотреть как разрушают нашу родину? Неужели мы хуже киргизов?,0.0
"Это давно понятно. В польше много чего производят, а у нас нет таких производств.
Этот утильсбор просто обман. Цены на автомобили x2.",0.0
"Дармоеды, жатыпішерлер, масылдар, зиянкестер 😂",0.0
Да сразу на 75%,0.0
Некому их скинуть с постов,0.0
Коррупция ОПГ ҒА айналған жүйелі түрде.😮😮😮,0.0
Без предел еще говорят справедливый Казахстан,0.0
"Санжар, все в доле!!!",0.0
"АЛЛА жар болсын саған Санжар бауырым, тек қана алға",0.0
"ванятко, О5 ты? А кто тебя насильно в Кз держит?",0.0
"Санжар, сіз партияны тіркедіңіз бе?",0.0
"Коррупция елді түгел жайлаған, миллиардтап жеп жатыр.",0.0
Казахстана страна  чудес 😂😂😂,0.0
Я обетам тоже думал зачем деньги тратит,0.0
И то-и то,0.0
Санжар красавчик 🎉,0.0
"Люди сами малдар, перестаньте покупать эти машины машины сразу будут дешёвыми, откажитесь от машин на пару месяцев чтоб не заправляться и бензин будет дешёвым, снимите все свой депозиты и эти мрази будут делать что народ им скажет а не наоборот.",1.0
Молодец,0.0
Да нах... нужны эти чипсы.Них... полезного,0.0
😂😂😂 через год они же будут её менять снова,0.0
"У этой страны не будет никогда будущего. Господи Боже мой. После Японии, я в это железно верю",0.0
К чему удивляться вся гос служба от низа до верха в этой болоте под названием корупци1я,0.0
"Это же великая тартария, денег полно, что возмущаешься?",0.0
РАХМЕТ саған САНЖАР,0.0
"Спасибо Вам Санжар, за то что рассказываете простому народу как и что происходит у нас в государстве. Ведь всё это должны доносить до людей наши депутаты от народа. А у нас всё шито-крыто, мы даже не в курсе что придумывают наши олигархи, а правительство их прикрывает. Мы , старшее поколение ещё по привычки жили, доверяли,  думая что государство должно заботится о своих кормильцах, а не обдирать. Вы нам глаза открыли на всю сущность нашего нового строя. Не социализм, и не капитализм, а даже не знаю как и назвать этот симбиоз бюрократии и коррупции🤦",0.0
Меня всегда смешит Смагулов который изображает из себя мецената и филантропа.,0.0
Өте дұрыс айттың САНЖАР,0.0
Завоты алигархам бремя народу,0.0
"Это не вандализм, это диверсия против свой станы, с целью личного обогащения.",0.0
@Гайникамал-ы6шнарод  нужен общественный резонанс на 100 тыс человек выйти с требованием только так,0.0
Дұрыс айтасыз,0.0
Автор видео молодец!,0.0
"Тупые, других нет😢",0.0
"Что Происходит?! Какой то... беспредел, беззаконие... Как такое возможно?",0.0
Сбюджета деньги и купить дешёвых остальные деньги в карман чё тут непонятного,0.0
Бессовестные,0.0
"Интересно только ,кто это должен сделать?",0.0
"Спасибо дорогой Санжар, за полезную работу и открываете нам глаза и пополняете нам знания!❤👍👍👍🤗🤗🤗🇰🇿♥️",0.0
Утиль мен первичка жойылсын. Халықты қанауды тоқтату керек,0.0
Какой смысл им что то доказывать это вообще пустая трата уже нужно их сносить к чертовой матери за эти лярды можно было бы много чего построить и без утиля весь Казахстан парк обновил может уже хватит терпеть этих крахаборов слов нет,1.0
Президент просто смотреть в пол😂😂😂,0.0
Это похоже натуральный камень гранит он бы сто лет ещё простоял,0.0
"Однако, с этим утильсбором народ Казахстана надули и безсовестно надувают оба наших президента! А еще аферюги хотят, чтобы до гробовой доски народ  уважал и даже восхищался их нескончаемыми  былықтарымен, и это притом, как здорово по ушам простых сограждан, они дерзко  ездят. По - хорошему, сосын бәрлық ала айақтадрды бәрін әліақ хаммасымен құстырту керек, дәп осыны, еще  өлмей тұрғанда олар біліп жүрсін, что моласына тоймастыардын халық тұкіп жүретінін!",1.0
Депутаты по ночам стонать от боли в душе за народ,0.0
👍👍👍,0.0
"Привет Санжар, вчера увидел ролик где сказали что блогеры  данный вопрос по легализацию пияратся типа в других странах нет легализации но есть налог на безопасность типа об этом блогеры и не говорят",0.0
